id,player_class,type,name,set,text,cost,attack,health,rarity,collectible,flavor,mechanics,dust,play_requirements,race,how_to_earn,how_to_earn_golden,targeting_arrow_text,faction,durability,entourage
LOEA04_23,NEUTRAL,MINION,Giant Insect,LOE,,7,10,3,,,,,,,,,,,,,
TB_CoOp_Mechazod2,NEUTRAL,MINION,Overloaded Mechazod,TB,"Boss
At the beginning of each turn, Mechazod strikes!",10,9,80,LEGENDARY,,,,,,,,,,,,
EX1_391,WARRIOR,SPELL,Slam,EXPERT1,"Deal $2 damage to a minion. If it survives, draw a card.",2,,,COMMON,True,"""Dun da dun, dun da dun"": if you've heard an ogre sing this, it's too late.",,"[40, 400, 5, 50]","{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
TU4f_002,NEUTRAL,MINION,Pandaren Scout,MISSIONS,,1,1,1,COMMON,,,,,,,,,,,,
KARA_07_08,NEUTRAL,SPELL,Dragons Free!,KARA,Summon a random Dragon.,6,,,,,,,,,,,,,,,
OG_094e,PRIEST,ENCHANTMENT,Tentacles,OG,+2/+6,,,,,,,,,,,,,,,,
BRMA09_1,NEUTRAL,HERO,Rend Blackhand,BRM,,,,30,,,,,,,,,,,,,
BRMA13_4_2_TB,NEUTRAL,HERO_POWER,Wild Magic,TB,"Hero Power
Put a random spell from your opponent's class into your hand.",2,,,,,,,,,,,,,,,
BRMA11_1,NEUTRAL,HERO,Vaelastrasz the Corrupt,BRM,,,,30,,,,,,,,,,,,,
EX1_531,HUNTER,MINION,Scavenging Hyena,EXPERT1,"Whenever a friendly Beast dies, gain +2/+1.",2,2,2,COMMON,True,"Hyenas prefer the bones of kodos or windserpents, but they'll eat pretty much anything.  Even Brussels sprouts.",,"[40, 400, 5, 50]",,BEAST,,,,,,
TB_Superfriends001e,ROGUE,ENCHANTMENT,Facilitated,TB,The next legend you cast this turn costs (3) less.,,,,,,,,,,,,,,,,
DS1_188,HUNTER,WEAPON,Gladiator's Longbow,EXPERT1,Your hero is Immune while attacking.,7,5,,EPIC,True,The longbow allows shots to be fired from farther away and is useful for firing on particularly odorous targets.,,"[400, 1600, 100, 400]",,,,,,,2,
AT_037t,DRUID,MINION,Sapling,TGT,,1,1,1,,,,,,,,,,,,,
EX1_399,NEUTRAL,MINION,Gurubashi Berserker,CORE,"Whenever this minion takes damage, gain +3 Attack.",5,2,7,COMMON,True,"No Pain, No Gain.",,,,,,Unlocked at Warlock Level 57.,,,,
CS2_082,ROGUE,WEAPON,Wicked Knife,CORE,,1,1,,FREE,,,,,,,,,,,2,
CS2_102_H1_AT_132,WARRIOR,HERO_POWER,Tank Up!,HERO_SKINS,"Hero Power
Gain 4 Armor.",2,,,,,,,,,,,,,,,
GVG_089,NEUTRAL,MINION,Illuminator,GVG,"If you control a Secret at the end of your turn, restore 4 Health to your hero.",3,2,4,RARE,True,"""LUMOS!"" is not what they yell. What do you think this is, Hogwarts?",,"[100, 800, 20, 100]",,,,,,,,
NAX12_02,NEUTRAL,HERO_POWER,Decimate,NAXX,"Hero Power
Change the Health of all minions to 1.",2,,,,,,,,{'REQ_MINIMUM_ENEMY_MINIONS': 1},,,,,,,
EX1_317,WARLOCK,SPELL,Sense Demons,EXPERT1,Put 2 random Demons from your deck into your hand.,3,,,COMMON,True,Generally demons are pretty obvious and you don�t need a spell to sense them.,,"[40, 400, 5, 50]",,,,,,,,
LOEA10_5H,NEUTRAL,SPELL,Mrgl Mrgl Nyah Nyah,LOE,Summon 5 Murlocs that died this game.,3,,,COMMON,,,,,,,,,,,,
EX1_093,NEUTRAL,MINION,Defender of Argus,EXPERT1,Battlecry: Give adjacent minions +1/+1 and Taunt.,4,2,3,RARE,True,You wouldn�t think that Argus would need this much defending.  But it does.,['BATTLECRY'],"[100, 800, 20, 100]",,,,,,ALLIANCE,,
CRED_03,NEUTRAL,MINION,Bob Fitch,CREDITS,Super Taunt <i>(EVERY character must attack this minion.)</i>,3,2,4,LEGENDARY,,,,,,,,,,,,
OG_222,PALADIN,WEAPON,Rallying Blade,OG,Battlecry: Give +1/+1 to your minions with Divine Shield.,3,3,,RARE,True,"As far as blades go, this one is pretty great in the motivation department.",['BATTLECRY'],"[100, 800, 20, 100]",,,,,,,2,
XXX_100,NEUTRAL,MINION,Yogg-Saron Test (Manual),CHEAT,Battlecry: Cast each spell you've cast this game <i>(targets chosen randomly)</i>.,0,7,5,LEGENDARY,,,['BATTLECRY'],,,,,,,,,
EX1_145,ROGUE,SPELL,Preparation,EXPERT1,The next spell you cast this turn costs (3) less.,0,,,EPIC,True,"""Be Prepared"" - Rogue Motto",,"[400, 1600, 100, 400]",,,,,,,,
DS1_178,HUNTER,MINION,Tundra Rhino,CORE,Your Beasts have Charge.,5,2,5,COMMON,True,Tundra rhinos are often mistaken for kodos.  Or am I mistaken?,,,,BEAST,Unlocked at Level 8.,Unlocked at Level 43.,,,,
TB_BlingBrawl_Weapon,NEUTRAL,WEAPON,Foam Sword,TB,,1,2,,,,,,,,,,,,,2,
GVG_068a,NEUTRAL,ENCHANTMENT,Metabolized Magic,GVG,Increased Attack.,,,,,,,['AURA'],,,,,,,,,
OG_047a,DRUID,SPELL,Evolve Spines,OG,Give your hero +4 Attack this turn.,0,,,COMMON,,,,"[40, 400, 5, 50]",,,,,,,,
NAX6_04,NEUTRAL,SPELL,Sporeburst,NAXX,Deal $1 damage to all enemy minions. Summon a Spore.,1,,,,,,,,,,,,,,,
AT_091,NEUTRAL,MINION,Tournament Medic,TGT,Inspire: Restore 2 Health to your hero.,4,1,8,COMMON,True,The medic tournament is less entertaining than the Grand Tournament.,['INSPIRE'],"[40, 400, 5, 50]",,,,,,,,
CRED_08,NEUTRAL,MINION,Ben Brode,CREDITS,Your volume can't be reduced below maximum.,3,4,1,LEGENDARY,,,,,,,,,,,,
GVG_043,HUNTER,WEAPON,Glaivezooka,GVG,Battlecry: Give a random friendly minion +1 Attack.,2,2,,COMMON,True,For the times when a regular bazooka just isn't enough.,['BATTLECRY'],"[40, 400, 5, 50]",,,,,,,2,
NEW1_027e,NEUTRAL,ENCHANTMENT,Yarrr!,EXPERT1,Southsea Captain is granting +1/+1.,,,,,,,,,,,,,,,,
EX1_116,NEUTRAL,MINION,Leeroy Jenkins,EXPERT1,Charge. Battlecry: Summon two 1/1 Whelps for your opponent.,5,6,2,LEGENDARY,True,At least he has Angry Chicken.,"['BATTLECRY', 'CHARGE']","[1600, 3200, 400, 1600]",,,,,,ALLIANCE,,
BRMA06_2H,NEUTRAL,HERO_POWER,The Majordomo,BRM,"Hero Power
Summon a 3/3 Flamewaker Acolyte.",2,,,,,,,,{'REQ_NUM_MINION_SLOTS': 1},,,,,,,
BRM_003e,MAGE,ENCHANTMENT,Dragon's Might,BRM,Costs (3) less this turn.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
NAX9_04H,NEUTRAL,MINION,Sir Zeliek,NAXX,Your hero is Immune.,3,2,7,LEGENDARY,,,,,,,,,,,,
KARA_13_19e,NEUTRAL,ENCHANTMENT,Saddened,TB,Can't attack this turn.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
OG_312,WARRIOR,MINION,N'Zoth's First Mate,OG,Battlecry: Equip a 1/3 Rusty Hook.,1,1,1,COMMON,True,"Hates when N'Zoth yells ""Ahoy Matey!!"", but there's not really much he can do about it. ",['BATTLECRY'],"[40, 400, 5, 50]",,PIRATE,,,,,,
EX1_294,MAGE,SPELL,Mirror Entity,EXPERT1,"Secret: After your opponent plays a minion, summon a copy of it.",3,,,COMMON,True,"""You go first."" - Krush'gor the Behemoth, to his pet boar.",['SECRET'],"[40, 400, 5, 50]",,,,,,,,
EX1_608,MAGE,MINION,Sorcerer's Apprentice,EXPERT1,Your spells cost (1) less.,2,3,2,COMMON,True,"Apprentices are great for bossing around.  ""Conjure me some mana buns! And a coffee!  Make that a mana coffee!""",['AURA'],"[40, 400, 5, 50]",,,,,,,,
EX1_316e,WARLOCK,ENCHANTMENT,Power Overwhelming,EXPERT1,"This minion has +4/+4, but will die a horrible death at the end of the turn.",,,,,,,,,,,,,,,,
GVG_121,NEUTRAL,MINION,Clockwork Giant,GVG,Costs (1) less for each card in your opponent's hand.,12,8,8,EPIC,True,He and Mountain Giant don't get along.,,"[400, 1600, 100, 400]",,MECHANICAL,,,,,,
LOE_047,NEUTRAL,MINION,Tomb Spider,LOE,Battlecry: Discover a Beast.,4,3,3,COMMON,True,"Less serious than its cousin, the Grave Spider.",['BATTLECRY'],,,BEAST,"Unlocked in Uldaman, in the League of Explorers adventure.","Crafting unlocked in Uldaman, in the League of Explorers adventure.",,,,
LOEA16_26H,NEUTRAL,MINION,Skelesaurus Hex,LOE,"At the end of your turn, put a random card in your hand. It costs (0).",10,10,10,LEGENDARY,,,,,,,,,,,,
KAR_029,NEUTRAL,MINION,Runic Egg,KARA,Deathrattle: Draw a card.,1,0,2,COMMON,True,Oh man! Runic omelettes are the best!,['DEATHRATTLE'],,,,"Unlocked in the Menagerie, in One Night in Karazhan.","Crafting unlocked in the Menagerie, in One Night in Karazhan.",,,,
EX1_124,ROGUE,SPELL,Eviscerate,EXPERT1,Deal $2 damage. Combo: Deal $4 damage instead.,2,,,COMMON,True,There is a high cost to Eviscerating your opponent:  It takes a long time to get blood stains out of leather armor.,['COMBO'],"[40, 400, 5, 50]",{'REQ_TARGET_TO_PLAY': 0},,,,,,,
OG_109,WARLOCK,MINION,Darkshire Librarian,OG,"Battlecry:
Discard a random card. Deathrattle:
Draw a card.",2,3,2,RARE,True,Do NOT be late with your overdue fines.,"['BATTLECRY', 'DEATHRATTLE']","[100, 800, 20, 100]",,,,,,,,
TB_KaraPortal_001,NEUTRAL,SPELL,Party Portal!,TB,Summon a random Partygoer.,3,,,FREE,,,,,{'REQ_MINION_TARGET': 0},,,,,,,
TB_PickYourFate_7_2nd,NEUTRAL,SPELL,Dire Fate: Manaburst,TB,Minions gain Deathrattle: Random card in owner's hand costs (0).,0,,,,,,,,,,,,,,,
TBST_002,NEUTRAL,MINION,OLDN3wb Mage,TB,"At the end of your turn, deal 1 damage to random enemy minion.",1,2,1,,,,,,,,,,,,,
NEW1_008b,DRUID,SPELL,Ancient Secrets,EXPERT1,Restore 5 Health.,0,,,,,,,,{'REQ_TARGET_TO_PLAY': 0},,,,,,,
GVG_041a,DRUID,SPELL,Dark Wispers,GVG,+5/+5 and Taunt.,0,,,,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
EX1_365,PALADIN,SPELL,Holy Wrath,EXPERT1,Draw a card and deal damage equal to its cost.,5,,,RARE,True,C'mon Molten Giant!!,,"[100, 800, 20, 100]",{'REQ_TARGET_TO_PLAY': 0},,,,,,,
KAR_A02_09e,NEUTRAL,ENCHANTMENT,Table Set,KARA,+1/+1.,,,,,,,,,,,,,,,,
BRMA17_2,NEUTRAL,HERO,Nefarian,BRM,,,,30,,,,,,,,,,,,,
TB_MechWar_Boss2,NEUTRAL,HERO,Boom Bot,TB,,,,30,FREE,,,,,,,,,,,,
EX1_082,NEUTRAL,MINION,Mad Bomber,EXPERT1,Battlecry: Deal 3 damage randomly split between all other characters.,2,3,2,COMMON,True,"He's not really all that crazy, he is just not as careful with explosives as he should be.",['BATTLECRY'],"[40, 400, 5, 50]",,,,,,ALLIANCE,,
NAX8_04t,NEUTRAL,MINION,Spectral Warrior,NAXX,"At the start of your turn, deal 1 damage to your hero.",3,0,4,,,,,,,,,,,,,
AT_016e,PRIEST,ENCHANTMENT,Confused,TGT,Swapped Attack and Health.,,,,,,,,,,,,,,,,
KAR_062,NEUTRAL,MINION,Netherspite Historian,KARA,"Battlecry: If you're holding a Dragon, Discover
a Dragon.",2,1,3,COMMON,True,She can tell you all about the history of people not STANDING IN THE GREEN BEAM!,['BATTLECRY'],,,,"Unlocked in the Spire, in One Night in Karazhan.","Crafting unlocked in the Spire, in One Night in Karazhan.",,,,
LOEA01_11h,NEUTRAL,MINION,Rod of the Sun,LOE,Deathrattle: Surrender this to your opponent.,0,0,5,,,,['DEATHRATTLE'],,,,,,,,,
BRMA01_2H,NEUTRAL,HERO_POWER,Pile On!,BRM,"Hero Power
Put two minions from your deck and one from your opponent's into the battlefield.",0,,,,,,['AI_MUST_PLAY'],,{'REQ_NUM_MINION_SLOTS': 1},,,,,,,
LOEA09_3b,NEUTRAL,HERO_POWER,Getting Hungry,LOE,"Hero Power
Summon a 1/1 Hungry Naga.",0,,,,,,['AI_MUST_PLAY'],,,,,,,,,
GVG_055,WARRIOR,MINION,Screwjank Clunker,GVG,Battlecry: Give a friendly Mech +2/+2.,4,2,5,RARE,True,"If it breaks, just kick it a couple of times while yelling ""Durn thing!""",['BATTLECRY'],"[100, 800, 20, 100]","{'REQ_TARGET_WITH_RACE': 17, 'REQ_FRIENDLY_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0}",MECHANICAL,,,Give +2/+2.,,,
XXX_099,NEUTRAL,MINION,AI Helper Buddy,CHEAT,Get the AI ready for testing.,0,1,1,,,,,,,,,,,,,
GVG_087,HUNTER,MINION,Steamwheedle Sniper,GVG,Your Hero Power can target minions.,2,2,3,EPIC,True,Goblins seldom have the patience for sniping. Most prefer lobbing explosives.,,"[400, 1600, 100, 400]",,,,,,,,
TB_Pilot1,NEUTRAL,ENCHANTMENT,Mystery Pilot,TB,Who could it be?!,,,,,,,,,,,,,,,,
CS2_046e,SHAMAN,ENCHANTMENT,Bloodlust,CORE,+3 Attack this turn.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
OG_248,NEUTRAL,MINION,Am'gam Rager,OG,,3,1,5,COMMON,True,peerc rewop,,"[40, 400, 5, 50]",,,,,,,,
NEW1_008a,DRUID,SPELL,Ancient Teachings,EXPERT1,Draw a card.,0,,,,,,,,,,,,,,,
LOE_061,NEUTRAL,MINION,Anubisath Sentinel,LOE,Deathrattle: Give a random friendly minion +3/+3.,5,4,4,COMMON,True,He's actually a 1/1 who picked up the hammer from the last guy.,['DEATHRATTLE'],,,,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",,,,
OG_267e,ROGUE,ENCHANTMENT,Squid Oil Sheen,OG,+2 Attack,,,,,,,,,,,,,,,,
CS2_042,SHAMAN,MINION,Fire Elemental,CORE,Battlecry: Deal 3 damage.,6,6,5,COMMON,True,He can never take a bath. Ewww.,['BATTLECRY'],,{'REQ_TARGET_IF_AVAILABLE': 0},,Unlocked at Level 10.,Unlocked at Level 49.,Deal 3 damage.,,,
CS2_009e,DRUID,ENCHANTMENT,Mark of the Wild,CORE,This minion has +2/+2 and Taunt.,,,,,,,,,,,,,,,,
EX1_590e,NEUTRAL,ENCHANTMENT,Shadows of M'uru,EXPERT1,This minion has consumed Divine Shields and has increased Attack and Health.,,,,COMMON,,,,,,,,,,,,
CS2_169,NEUTRAL,MINION,Young Dragonhawk,EXPERT1,Windfury,1,1,1,COMMON,True,They were the inspiration for the championship Taurenball team: The Dragonhawks.,['WINDFURY'],"[40, 400, 5, 50]",,BEAST,,,,HORDE,,
KAR_A02_09H,NEUTRAL,SPELL,Set the Table,KARA,Give your Plates +2/+2.,4,,,,,,,,,,,,,,,
TB_GiftExchange_Enchantment,NEUTRAL,ENCHANTMENT,Cheap Gift,TB,This card's cost is reduced.,,,,,,,,,,,,,,,,
LOEA15_1,NEUTRAL,HERO,Rafaam,LOE,,,,30,,,,,,,,,,,,,
GVG_062,PALADIN,MINION,Cobalt Guardian,GVG,"Whenever you summon a Mech, gain Divine Shield.",5,6,3,RARE,True,"Guardians used to be built out of Adamantium, but production got moved to Gadgetzan and Cobalt was cheap.",,"[100, 800, 20, 100]",,MECHANICAL,,,,,,
CRED_41,NEUTRAL,MINION,Seyil Yoon,CREDITS,Battlecry: Add 3 Sprints and a Marathon to your hand.,5,2,9,LEGENDARY,,,,,,,,,,,,
TB_CoOpv3_104e,NEUTRAL,ENCHANTMENT,Unity,TB,+2/+2,,,,,,,,,,,,,,,,
OG_308,HUNTER,MINION,Giant Sand Worm,OG,"Whenever this attacks and kills a minion, it may attack again.",8,8,8,EPIC,True,Banned from every all-you-can-eat buffet on Azeroth.,,"[400, 1600, 100, 400]",,BEAST,,,,,,
AT_040e,DRUID,ENCHANTMENT,Kindred Spirit,TGT,+3 Health.,,,,,,,,,,,,,,,,
BRMA14_2,NEUTRAL,HERO_POWER,Activate Arcanotron,BRM,"Hero Power
Activate Arcanotron!",2,,,,,,['AI_MUST_PLAY'],,,,,,,,,
GVG_022,ROGUE,SPELL,Tinker's Sharpsword Oil,GVG,Give your weapon +3 Attack. Combo: Give a random friendly minion +3 Attack.,4,,,COMMON,True,"""Get ready to strike oil!"" - Super-cheesy battle cry",['COMBO'],"[40, 400, 5, 50]",{'REQ_MINION_TARGET': 0},,,,,,,
OG_100,PRIEST,SPELL,Shadow Word: Horror,OG,Destroy all minions with 2 or less Attack.,4,,,RARE,True,"It's more succinct than ""Shadow Word: Suck Into Vortex.""",,"[100, 800, 20, 100]",,,,,,,,
AT_077,PALADIN,WEAPON,Argent Lance,TGT,"Battlecry: Reveal a minion in each deck. If yours costs more, +1 Durability.",2,2,,RARE,True,"The stripes make it look like a candy cane, but we recommend against licking it.",['BATTLECRY'],"[100, 800, 20, 100]",,,,,,,2,
LOEA02_03,NEUTRAL,SPELL,Wish for Power,LOE,Discover a spell.,0,,,,,,,,,,,,,,,
BRM_027p,NEUTRAL,HERO_POWER,"DIE, INSECT!",BRM,"Hero Power
Deal $8 damage to a random enemy.",2,,,,,,,,,,,,,,,
EX1_366,PALADIN,WEAPON,Sword of Justice,EXPERT1,"After you summon a minion, give it +1/+1 and this loses 1 Durability.",3,1,,EPIC,True,I dub you Sir Loin of Beef!,,"[400, 1600, 100, 400]",,,,,,,5,
GVG_088,ROGUE,MINION,Ogre Ninja,GVG,"Stealth
50% chance to attack the wrong enemy.",5,6,6,RARE,True,"He didn't have the grades to get into ninja school, but his dad pulled some strings.","['FORGETFUL', 'STEALTH']","[100, 800, 20, 100]",,,,,,,,
KAR_A10_22,NEUTRAL,HERO_POWER,Castle,KARA,"Hero Power
Discover a chess piece.",2,,,,,,,,,,,,,,,"['KAR_A10_09', 'KAR_A10_02', 'KAR_A10_08', 'KAR_A10_04', 'KAR_A10_05']"
NAX6_01,NEUTRAL,HERO,Loatheb,NAXX,,,,75,,,,,,,,,,,,,
AT_129,NEUTRAL,MINION,Fjola Lightbane,TGT,"Whenever you target this minion with a spell, gain Divine Shield.",3,3,4,LEGENDARY,True,"LOVES being called ""the wonder twins"".",,"[1600, 3200, 400, 1600]",,,,,,,,
NAX12_02H_2_TB,NEUTRAL,HERO_POWER,Decimate,TB,"Hero Power
Change the Health of enemy minions to 1.",2,,,,,,,,{'REQ_MINIMUM_ENEMY_MINIONS': 1},,,,,,,
KAR_A02_11,NEUTRAL,SPELL,Tossing Plates,KARA,Summon five 1/1 Plates.,5,,,,,,,,,,,,,,,
EX1_004,NEUTRAL,MINION,Young Priestess,EXPERT1,"At the end of your turn, give another random friendly minion +1 Health.",1,2,1,RARE,True,She can't wait to learn Power Word: Fortitude Rank 2.,,"[100, 800, 20, 100]",,,,,,,,
TU4f_003,NEUTRAL,MINION,Shado-Pan Monk,MISSIONS,,2,2,2,COMMON,,,,,,,,,,,,
CS2_227,NEUTRAL,MINION,Venture Co. Mercenary,EXPERT1,Your minions cost (3) more.,5,7,6,COMMON,True,No Job is too big.  No fee is too big.,['AURA'],"[40, 400, 5, 50]",,,,,,HORDE,,
EX1_573ae,DRUID,ENCHANTMENT,Demigod's Favor,EXPERT1,+2/+2.,,,,,,,,,,,,,,,,
XXX_028,NEUTRAL,SPELL,Reveal Hand,CHEAT,,0,,,COMMON,,,,,,,,,,,,
LOE_019t2,NEUTRAL,MINION,Golden Monkey,LOE,"Taunt
Battlecry: Replace your hand and deck with Legendary minions.",4,6,6,,,,"['BATTLECRY', 'TAUNT']",,,,,,,,,
KARA_13_13H,NEUTRAL,HERO_POWER,Legion,KARA,"Hero Power
Summon two 6/6 Abyssals.",2,,,,,,,,,,,,,,,
AT_132_ROGUE,ROGUE,HERO_POWER,Poisoned Daggers,TGT,"Hero Power
Equip a 2/2 Weapon.",2,,,,,,,,,,,,,,,
FP1_002,NEUTRAL,MINION,Haunted Creeper,NAXX,Deathrattle: Summon two 1/1 Spectral Spiders.,2,1,2,COMMON,True,Arachnofauxbia: Fear of fake spiders.,['DEATHRATTLE'],,,BEAST,"Unlocked in The Arachnid Quarter, in the Naxxramas adventure.","Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.",,,,
OG_339e,NEUTRAL,ENCHANTMENT,Vassal's Subservience,OG,+2/+2.,,,,,,,,,,,,,,,,
GVG_022a,NEUTRAL,ENCHANTMENT,Tinker's Sharpsword Oil,GVG,+3 Attack.,,,,,,,,,,,,,,,,
OG_080d,ROGUE,SPELL,Briarthorn Toxin,OG,Give a minion +3 Attack.,1,,,,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
LOEA04_01eh,NEUTRAL,ENCHANTMENT,Temple Escape Enchant,LOE,,,,,,,,,,,,,,,,,
EX1_044,NEUTRAL,MINION,Questing Adventurer,EXPERT1,"Whenever you play a card, gain +1/+1.",3,2,2,RARE,True,"""Does anyone have some extra Boar Pelts?""",,"[100, 800, 20, 100]",,,,,,ALLIANCE,,
KAR_009,MAGE,MINION,Babbling Book,KARA,Battlecry: Add a random Mage spell to your hand.,1,1,1,RARE,True,"His idol is the Green Hills of Stranglethorn, and he won't shut up about it.",['BATTLECRY'],,,,"Unlocked in the Menagerie, in One Night in Karazhan.","Crafting unlocked in the Menagerie, in One Night in Karazhan.",,,,
AT_132,NEUTRAL,MINION,Justicar Trueheart,TGT,Battlecry: Replace your starting Hero Power with a better one.,6,6,3,LEGENDARY,True,It's like putting racing stripes and a giant spoiler on your hero power.,['BATTLECRY'],"[1600, 3200, 400, 1600]",,,,,,,,
XXX_045,NEUTRAL,SPELL,Steal Card,CHEAT,Steal a random card from your opponent.,0,,,COMMON,,,,,,,,,,,,
KAR_A02_10,NEUTRAL,SPELL,Pour a Round,KARA,Draw a card for each of your Plates.,3,,,,,,,,,,,,,,,
AT_052,SHAMAN,MINION,Totem Golem,TGT,Overload: (1),2,3,4,COMMON,True,What happens when you glue a buncha totems together.,,"[40, 400, 5, 50]",,TOTEM,,,,,,
OG_082,NEUTRAL,MINION,Evolved Kobold,OG,Spell Damage +2,4,2,2,COMMON,True,You no take tentacle!,,"[40, 400, 5, 50]",,,,,,,,
XXX_115,NEUTRAL,SPELL,Destroy Played Cards,CHEAT,"Whenever a player summons a minion, destroy it.",0,,,COMMON,,,,,,,,,,,,
CRED_19,NEUTRAL,MINION,Beomki Hong,CREDITS,Taunt. Friendly minions can�t be Frozen.,4,6,3,LEGENDARY,,,,,,,,,,,,
LOEA16_16H,NEUTRAL,HERO_POWER,Rummage,LOE,Find an artifact.,2,,,,,,,,,,,,,,,"['LOEA16_10', 'LOEA16_11', 'LOEA16_14', 'LOEA16_15', 'LOEA16_6', 'LOEA16_7', 'LOEA16_9', 'LOEA16_12', 'LOEA16_13', 'LOEA16_8']"
FP1_019t,DRUID,MINION,Treant,NAXX,,1,2,2,,,,,,,,,,,,,
OG_034,NEUTRAL,MINION,Silithid Swarmer,OG,Can only attack if your hero attacked this turn.,3,3,5,RARE,True,"If your hero doesn't attack, it's just ""Silithid Loner"".",,"[100, 800, 20, 100]",,BEAST,,,,,,
NAX6_03te,NEUTRAL,ENCHANTMENT,Fungal Growth,NAXX,Increased Attack.,,,,,,,,,,,,,,,,
BRMA14_1H,NEUTRAL,HERO,Omnotron Defense System,BRM,,,,30,,,,,,,,,,,,,
NEW1_038,NEUTRAL,MINION,Gruul,EXPERT1,"At the end of each turn, gain +1/+1 .",8,7,7,LEGENDARY,True,"He's Gruul ""the Dragonkiller"".  He just wanted to cuddle them� he never meant to� ",,"[1600, 3200, 400, 1600]",,,,,,,,
TB_FactionWar_BoomBot,NEUTRAL,ENCHANTMENT,TBFactionWarBoomBot,TB,,,,,,,,,,,,,,,,,"['EX1_066', 'EX1_066', 'EX1_066', 'EX1_066', 'EX1_066', 'EX1_066']"
skele21,NEUTRAL,MINION,Damaged Golem,EXPERT1,,1,2,1,COMMON,,,,"[40, 400, 5, 50]",,MECHANICAL,,,,,,
EX1_596,WARLOCK,SPELL,Demonfire,EXPERT1,"Deal $2 damage to a minion. If it�s a friendly Demon, give it +2/+2 instead.",2,,,COMMON,True,Demonfire is like regular fire except for IT NEVER STOPS BURNING HELLLPPP,,"[40, 400, 5, 50]","{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
KAR_057,PALADIN,MINION,Ivory Knight,KARA,"[x]Battlecry: Discover a spell.
Restore Health to your hero
equal to its Cost.",6,4,4,RARE,True,"Do <i>NOT</i> call it a ""horse"".",['BATTLECRY'],,,,"Unlocked in the Parlor, in One Night in Karazhan.","Crafting unlocked in the Parlor, in One Night in Karazhan.",,,,
OG_142,NEUTRAL,MINION,Eldritch Horror,OG,,8,6,10,COMMON,True,"Often wonders what path his life might have taken if he wasn't named, you know, ""Eldritch Horror"".",,"[40, 400, 5, 50]",,,,,,,,
FP1_021,WARRIOR,WEAPON,Death's Bite,NAXX,Deathrattle: Deal 1 damage to all minions.,4,4,,COMMON,True,"""Take a bite outta Death."" - McScruff the Deathlord",['DEATHRATTLE'],,,,"Unlocked in The Construct Quarter, in the Naxxramas adventure.","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",,,2,
NAX14_02,NEUTRAL,HERO_POWER,Frost Breath,NAXX,"Hero Power
Destroy all enemy minions that aren't Frozen.",0,,,,,,['AI_MUST_PLAY'],,,,,,,,,
GVG_027e,ROGUE,ENCHANTMENT,Ironed Out,GVG,Increased stats.,,,,,,,,,,,,,,,,
EX1_506,NEUTRAL,MINION,Murloc Tidehunter,CORE,Battlecry: Summon a 1/1 Murloc Scout.,2,2,1,COMMON,True,"""Death will rise, from the tides!""",['BATTLECRY'],,,MURLOC,,Unlocked at Rogue Level 53.,,,,
KAR_a10_Boss1,NEUTRAL,HERO,White King,KARA,,,,20,,,,,,,,,,,,,
FP1_010,NEUTRAL,MINION,Maexxna,NAXX,Destroy any minion damaged by this minion.,6,2,8,LEGENDARY,True,"Maexxna gets super mad when people introduce her as ""Maxina"" or ""Maxxy"".",['POISONOUS'],,,BEAST,"Unlocked in The Arachnid Quarter, in the Naxxramas adventure.","Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.",,,,
AT_132_SHAMANa,SHAMAN,MINION,Healing Totem,TGT,"At the end of your turn, restore 1 Health to all friendly minions.",0,0,2,,,,,,,,,,,,,
GVG_044,NEUTRAL,MINION,Spider Tank,GVG,,3,3,4,COMMON,True,"""What if we put guns on it?"" -Fizzblitz, staring at the spider-transportation-machine",,"[40, 400, 5, 50]",,MECHANICAL,,,,,,
AT_002,MAGE,SPELL,Effigy,TGT,"Secret: When a friendly minion dies, summon a random minion with the same Cost.",3,,,RARE,True,"Burning man, brah.",['SECRET'],"[100, 800, 20, 100]",,,,,,,,
EX1_323w,WARLOCK,WEAPON,Blood Fury,EXPERT1,,3,3,,,,,,,,,,,,,8,
KARA_09_08,WARLOCK,MINION,Kil'rek,KARA,Taunt,4,2,6,,,,['TAUNT'],,,DEMON,,,,,,
LOEA16_8,NEUTRAL,SPELL,Putress' Vial,LOE,Destroy a random enemy minion.,0,,,,,,,,,,,,,,,
